index,text,paraphrased_text
394,their families. In present days women are in every sector ,['Women are in every sector today.']
395,of society and ruling with their work. There are many ,['There are many of them.']
396,manufacturing companies and many works are running with women. In ,['Many manufacturing companies are run by women.']
397,"the present day, women are entering as entrepreneurs and running ",['Women are entering as entrepreneurs.']
398,their companies successfully. Many economical activities are also processed by ,['Many economical activities are also processed by their companies.']
399,"women. In India, for some banks, the women were the ",['Women were employed by some banks in India.']
400,head as the role of directors and CEOs. Even now ,['The role of directors and CEOs has not changed.']
401,there only a few women are entering into society due ,['There are a few women entering society.']
402,to a lack of confidence about their security in society.omen ,['There is a lack of confidence in society.']
403,in India are highly insecure in the present society and ,"['In the present society in India, they are very worried.']"
404,they were feared about to move into society. This is ,['They were worried about moving into society.']
405,due to the increase in the crime rate towards women ,['There has been an increase in the crime rate towards women.']
406,in all categories. To end all these activities the women ,['The women want to end all these activities.']
407,are needed to empower to make decisions on their own ,['They need to be able to make their own decisions.']
408,to be flexible in society. The main case to empower ,['To be flexible in society.']
409,"women in India is with domestic violence, this is due ",['Domestic violence is a problem for women in India.']
410,"to decisions taken by the girl’s parents. After the marriage, ","[""The girl's parents made the decisions after the marriage.""]"
411,"a huge number face domestic violence like torture, Emotional Abuse ",['A lot of people face domestic violence.']
412,by their husband. The women should not talk against their ,"[""Women shouldn't talk against their husband.""]"
413,husbands according to society and should bear the torture by ,['Husbands should be tortured according to society.']
414,them. The Government of India should Empower women of that ,['The Government of India needs to empower women.']
415,category to take decisions and follow theomen in India are ,"['In India, there is a category to take decisions.']"
416,highly insecure in the present society and they were feared ,['They were feared in the present society.']
417,about to move into society. This is due to the ,['It is about to move into society.']
418,increase in the crime rate towards women in all categories. ,['There has been an increase in the crime rate towards women.']
419,To end all these activities the women are needed to ,['The women are needed to end these activities.']
420,empower to make decisions on their own to be flexible ,['They can make decisions on their own.']
421,in society. The main case to empower women in India ,['There is a case to empower women in India.']
422,"is with domestic violence, this is due to decisions taken ",['This is due to decisions taken.']
423,"by the girl’s parents. After the marriage, a huge number ",['There was a huge number after the marriage.']
424,"face domestic violence like torture, Emotional Abuse by their husband. ",['They face domestic violence and emotional abuse from their husband.']
425,The women should not talk against their husbands according to ,"[""Women shouldn't talk about their husbands.""]"
426,society and should bear the torture by them. The Government ,['The government should be responsible for the torture of society.']
427,of India should Empower women of that category to take ,['Women in India should be able to take that category.']
428,decisions and follow theomen in India are highly insecure in ,"['In India, decisions and follow theomen are not safe.']"
429,the present society and they were feared about to move ,['They were worried about moving in the present society.']
430,into society. This is due to the increase in the ,['The increase in society leads to this.']
431,crime rate towards women in all categories. To end all ,['There is a crime rate towards women.']
432,these activities the women are needed to empower to make ,['The women need to make these activities.']
433,decisions on their own to be flexible in society. The ,['It is up to the individual to be flexible in society.']
434,main case to empower women in India is with domestic ,['There is a case to empower women in India.']
435,"violence, this is due to decisions taken by the girl’s ",['This is due to decisions taken by the girl.']
436,"parents. After the marriage, a huge number face domestic violence ",['A lot of people face domestic violence after marriage.']
